露營場名稱,縣市別,縣市代碼,鄉/鎮/市/區,營業狀態,經度,緯度,地址,電話,手機,網站,符合相關法規露營場／違反相關法規露營場,違反相關法規,是否有在原民區,露營場設置時間
參陳山內灣旅店,新竹縣,10004,尖石鄉,營業中,121.166617,24.683119,,,,https://www.easycamp.com.tw/Store_2415.html,違反相關法規露營場,不符合土地管制法規,是,
螢火蟲露營區,新竹縣,10004,尖石鄉,營業中,121.234216,24.724392,新竹縣尖石鄉嘉樂村160號之1,,0963094953,https://www.facebook.com/firefly122/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
小熊森林露營區,新竹縣,10004,尖石鄉,營業中,121.2476,24.7215,新竹縣尖石鄉新樂村煤源160-9號,,0930753877,https://www.facebook.com/bearforest2017/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
童話森林露營區,新竹縣,10004,尖石鄉,營業中,121.2737,24.7437,新竹縣尖石鄉新樂村水田149號,,0932222037,,違反相關法規露營場,不符合土地管制法規,是,
森林遇露營區,新竹縣,10004,尖石鄉,營業中,121.213875,24.731955,新竹縣尖石鄉嘉樂村5鄰麥樹仁270之11號,,"0987756262,0935831899",https://m.icamping.app/store/sly504,違反相關法規露營場,不符合土地管制法規,是,
起初露營區,新竹縣,10004,尖石鄉,營業中,121.192823,24.65736,新竹縣尖石鄉梅花村3鄰梅花242之6號,,"0965383713,0910399411",https://www.genesiscreate0129.com.tw/,違反相關法規露營場,不符合土地管制法規,是,
雷沙達岜斯露營區,新竹縣,10004,尖石鄉,營業中,121.168982,24.687756,新竹縣尖石鄉義興村6鄰馬胎3-2號,,0903979159,https://www.easycamp.com.tw/Store_2457.htmlhttps://www.facebook.com/LeishaDabasi/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
仙境露營區,新竹縣,10004,尖石鄉,營業中,121.222511,24.680003,新竹縣尖石鄉錦屏村6鄰吹上39之2號,,0970678110,https://www.facebook.com/profile.php?id=100064673236765,違反相關法規露營場,區域計畫法,是,
明當家園,新竹縣,10004,尖石鄉,營業中,121.259956,24.734098,新竹縣尖石鄉新樂村7鄰水田190之1號,,,https://m.icamping.app/store/mdjy406https://www.facebook.com/tomorrow406/,違反相關法規露營場,不符合土地管制法規,是,
尖石之星一館,新竹縣,10004,尖石鄉,營業中,121.173417,24.679083,新竹縣尖石鄉義興村9鄰馬胎80之10號臨,,0922010170,https://www.facebook.com/piehching/,違反相關法規露營場,不符合土地管制法規,是,
谷嘎的家,新竹縣,10004,尖石鄉,營業中,121.18738,24.682473,新竹縣尖石鄉義興村9鄰馬胎80之2號臨,,0936499258,https://www.facebook.com/profile.php?id=100063684530329,違反相關法規露營場,不符合土地管制法規,是,
麥樹仁露營區,新竹縣,10004,尖石鄉,營業中,121.20081,24.71108,新竹縣尖石鄉新樂村3鄰麥樹仁95之1號,,0920175505,https://www.facebook.com/o35842269/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
慢森活露營區,新竹縣,10004,尖石鄉,營業中,121.2689447,24.75133093,新竹縣尖石鄉新樂村4鄰水田139之5號,,0912675125,https://www.easycamp.com.tw/tvc/tvc_video/430https://m.facebook.com/profile.php?id=201988989882246,違反相關法規露營場,不符合土地管制法規,是,
原美露營區,新竹縣,10004,尖石鄉,營業中,121.255,24.7357,新竹縣尖石鄉新樂村2鄰水田57號,,"0958325379,0926603132",https://m.icamping.app/store/ym482,違反相關法規露營場,區域計畫法,是,
Payan 露營區,新竹縣,10004,尖石鄉,營業中,121.2481,24.7193,新竹縣尖石鄉新樂村11鄰煤源160之6號,,0987050391,https://m.icamping.app/store/payan098https://www.facebook.com/payancamping,違反相關法規露營場,不符合土地管制法規,是,
田中露營區,新竹縣,10004,尖石鄉,營業中,121.257584,24.740685,新竹縣尖石鄉新樂村3鄰水田107號,,0921394445,https://tw-camping.tw/room_info.asp?id=218,違反相關法規露營場,不符合土地管制法規,是,
快樂森活露營區,新竹縣,10004,尖石鄉,營業中,121.2641381,24.73618109,新竹縣尖石鄉新樂村6鄰,,0925172299,https://www.facebook.com/happylife.camp.chiu/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
觀星賞月營地,新竹縣,10004,尖石鄉,營業中,121.169588,24.675346,新竹縣尖石鄉義興村9鄰馬胎168之5號,,0937136505,https://www.easycamp.com.tw/Store_2556.htmlhttps://hostel.url.com.tw/home/1093,違反相關法規露營場,不符合土地管制法規,是,
司馬庫斯達宴露營區,新竹縣,10004,尖石鄉,營業中,121.346538,24.581736,新竹縣尖石鄉玉峰村14鄰斯馬庫斯24號,,0978980142,https://www.easycamp.com.tw/Store_2166.htmlhttps://www.facebook.com/profile.php?id=100057643660713,違反相關法規露營場,不符合土地管制法規,是,
香杉露營區,新竹縣,10004,尖石鄉,營業中,121.211726,24.66881,新竹縣尖石鄉錦屏村4鄰錦屏49號,,0910157842,,違反相關法規露營場,區域計畫法,是,
馬里光瀑布原來營地,新竹縣,10004,尖石鄉,營業中,121.333938,24.64454,,,0938676210,,違反相關法規露營場,不符合土地管制法規,是,
森林海,新竹縣,10004,尖石鄉,營業中,121.2768,24.699,新竹縣尖石鄉新樂村10鄰煤源140之3號,,"0972210215,0920925425",https://www.facebook.com/ForestSeaTaiwan/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
小尖石露營區,新竹縣,10004,尖石鄉,營業中,121.2497,24.7271,新竹縣尖石鄉新樂村13鄰煤源211號,,0911125234,https://www.easycamp.com.tw/Store_1779.html,違反相關法規露營場,不符合土地管制法規,是,
左岸臻美營地(原名)臻美露營場,新竹縣,10004,尖石鄉,營業中,121.284407,24.714311,新竹縣尖石鄉新樂村8鄰煤源36之2號,,"0931167691,0939908209",https://www.easycamp.com.tw/Store_2504.htmlhttps://www.facebook.com/beautifulcamp888/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
司馬庫斯舊部落營地 ,新竹縣,10004,尖石鄉,營業中,121.3464,24.580103,新竹縣尖石鄉玉峰村14鄰斯馬庫斯39之1號臨,,"0928070786,0975344260",https://m.icamping.app/store/smks369https://www.facebook.com/camp.smangus/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
老爹打樁露營區,新竹縣,10004,尖石鄉,營業中,121.263006,24.690049,新竹縣尖石鄉錦屏村10鄰那羅152之1號臨,,"0978962837,0937084720",http://www.pilingdaddy.com/https://www.facebook.com/pilingdaddy/?locale=zh_TW,違反相關法規露營場,區域計畫法,是,
泰里埔露營區,新竹縣,10004,尖石鄉,營業中,121.2955948,24.67139657,新竹縣尖石鄉玉峰村3鄰玉峰24號,,0913897005,https://www.easycamp.com.tw/Store_2417.htmlhttps://www.facebook.com/LibuwnaTayalcampvibes/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
美樹營地,新竹縣,10004,尖石鄉,營業中,121.305211,24.654071,新竹縣尖石鄉玉峰村6鄰宇抬20號,,0937141993,https://www.easycamp.com.tw/tvc/tvc_video/478https://www.facebook.com/groups/542076659205755/,違反相關法規露營場,不符合土地管制法規,是,
新竹尖石_悠野âS露營區,新竹縣,10004,尖石鄉,營業中,121.2680178,24.70956758,新竹縣尖石鄉123號,035842196,,https://www.yoyesglpg.com/,違反相關法規露營場,尚未申請登記,是,
霧津山林,新竹縣,10004,尖石鄉,營業中,121.183883,24.679358,新竹縣尖石鄉義興村9鄰馬胎93-2號,035842268,0921181720,,違反相關法規露營場,不符合土地管制法規,是,
668 露營區,新竹縣,10004,尖石鄉,營業中,121.2678,24.7501,新竹縣尖石鄉新樂村水田4鄰139號,035842585,0921014046,https://www.668camping.com.tw/info.html,違反相關法規露營場,不符合土地管制法規,是,
尤命的帳幕(原名)尤命築園露營區,新竹縣,10004,尖石鄉,營業中,121.275784,24.715494,新竹縣尖石鄉新樂村煤源8鄰41號,,0978823458,https://www.easycamp.com.tw/TV_426.htmlhttps://m.facebook.com/profile.php?id=434630144000611,違反相關法規露營場,不符合土地管制法規,是,
水茗漾民宿咖啡庭園(原名)北角森林,新竹縣,10004,尖石鄉,營業中,121.195679,24.697498,新竹縣尖石鄉義興村4鄰北角38號,,0975621992,https://035842199.web66.com.tw/https://www.northhornforest.com/,違反相關法規露營場,不符合土地管制法規,是,
半山腰休閒農園,新竹縣,10004,尖石鄉,營業中,121.26169,24.739815,新竹縣尖石鄉新樂村2鄰水田104之2號,,0952600023,https://m.icamping.app/store/bsy038https://www.facebook.com/lkjhgfdsa0422/?paipv=0&eav=AfbFv0vZEGIh_gn6f6ceNhmuH_gNOkTMB5CI5zPjr5E9wMNubtWpU17ymWVb0iD0qt4&_rdr,違反相關法規露營場,不符合土地管制法規,是,
南天筑露營區,新竹縣,10004,尖石鄉,營業中,121.182149,24.682017,新竹縣尖石鄉義興村9鄰馬胎108之5號臨,,0934038752,https://campground-199.business.site/https://www.facebook.com/Common.Nandina1085,違反相關法規露營場,不符合土地管制法規,是,
景色天地露營區,新竹縣,10004,尖石鄉,營業中,121.154415,24.67524,新竹縣尖石鄉義興村7鄰馬胎21-7號,,0965397206,https://m.icamping.app/store/jstd143https://www.facebook.com/LINEID0965397206/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
吹上露營區,新竹縣,10004,尖石鄉,營業中,121.220781,24.683624,新竹縣尖石鄉錦屏村6鄰吹上39號臨,,0922346926,,違反相關法規露營場,不符合土地管制法規,是,
浦楓露營區,新竹縣,10004,尖石鄉,營業中,121.277601,24.642186,新竹縣尖石鄉秀巒村1鄰田埔7之1號臨,,0911604144,https://www.facebook.com/a79k74/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
八五山甜柿森林,新竹縣,10004,尖石鄉,營業中,121.281448,24.710604,新竹縣尖石鄉新樂村8鄰煤源51之1號,,0978095080,https://www.camptrip.com.tw/camp/%e5%85%ab%e4%ba%94%e5%b1%b1%e7%94%9c%e6%9f%bf%e6%a3%ae%e6%9e%97/https://www.facebook.com/kakiforest,違反相關法規露營場,不符合土地管制法規,是,
秘花園休閒露營區,新竹縣,10004,尖石鄉,營業中,121.247717,24.677441,新竹縣尖石鄉錦屏村12鄰那羅209號,,0932324689,https://mystery-garden.com.tw/information,違反相關法規露營場,不符合土地管制法規,是,
富爸營地 (往營地叉路口),新竹縣,10004,尖石鄉,營業中,121.189895,24.688609,新竹縣尖石鄉義興村馬胎108-2號臨,,0978053180,https://www.facebook.com/people/ï¼E5ï¼AFï¼8Cï¼E7ï¼88ï¼B8ï¼E7ï¼87ï¼9Fï¼E5ï¼9Cï¼B0/100063638000797/?locale=bs_BAï¼paipv=0ï¼eav=AfbmMfiYpAqxGt9YbHlXqdB4D3QGw58kXNBBMwbLr87LO8GRzY66hgcIX3EVFnStH_Eï¼_rdr,違反相關法規露營場,不符合土地管制法規,是,
清悠忘我露營區,新竹縣,10004,尖石鄉,營業中,121.269003,24.736489,新竹縣尖石鄉新樂村5鄰水田148之3號臨,,0925057300,https://m.icamping.app/store/cyw362https://www.facebook.com/ccw61124ccw/,違反相關法規露營場,不符合土地管制法規,是,
達茂林露營農場(原名)達茂林露營休閒農莊,新竹縣,10004,尖石鄉,營業中,121.2688,24.7408,新竹縣尖石鄉新樂村5鄰水田140之1號,,0913020853,,違反相關法規露營場,不符合土地管制法規,是,
米達樂也露營區,新竹縣,10004,尖石鄉,營業中,121.247768,24.719984,新竹縣尖石鄉新樂村11鄰煤源160之7號,,0987367067,,違反相關法規露營場,不符合土地管制法規,是,
露頂季露營區,新竹縣,10004,尖石鄉,營業中,121.1764769,24.68036364,,,,,違反相關法規露營場,區域計畫法,是,
哈用民宿,新竹縣,10004,尖石鄉,營業中,121.260222,24.588222,新竹縣尖石鄉秀巒村12鄰養老6之1號,035847932,0937829443,https://www.easycamp.com.tw/tvc/tvc_video/420https://www.facebook.com/profile.php?id=744627682396192&paipv=0&eav=AfZA1rQaOQAlkseUmZSULI4vxuyMFbVCz6sYi19EOS3KWg9SsuwHrHDQ-fThyesJS9E&_rdr,違反相關法規露營場,不符合土地管制法規,是,
自在茗園露營區,新竹縣,10004,尖石鄉,營業中,121.270159,24.7416037,新竹縣尖石鄉新樂村6鄰水田179號,,0937828890,https://www.facebook.com/zizai1314/?locale=zh_TW,違反相關法規露營場,區域計畫法,是,
舒活露營區,新竹縣,10004,尖石鄉,營業中,121.254257,24.739899,新竹縣尖石鄉新樂村2鄰水田69-3號臨,,0918261847,,違反相關法規露營場,不符合土地管制法規,是,
歐莎露營區,新竹縣,10004,尖石鄉,營業中,121.230273,24.695727,新竹縣尖石鄉錦屏村2鄰比麟46之2號,,"0919969682,0919972330",https://www.easycamp.com.tw/Store_2288.htmlhttps://www.facebook.com/osacamping/,違反相關法規露營場,不符合土地管制法規,是,
梅淮露營區,新竹縣,10004,尖石鄉,營業中,121.214432,24.682936,新竹縣尖石鄉梅花村1鄰梅花7之2號,,0915088983,https://www.facebook.com/A0970887187/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,是,
彩虹喬露營區,新竹縣,10004,尖石鄉,營業中,121.205654,24.699054,新竹縣尖石鄉義興村2鄰尖石59之3號臨,,0933790145,https://m.icamping.app/store/thc494https://www.facebook.com/fa9679/,違反相關法規露營場,不符合土地管制法規,是,
趣山林露營區,新竹縣,10004,尖石鄉,營業中,121.193788,24.659997,,,0939277994,https://www.facebook.com/profile.php?id=100065017088702,違反相關法規露營場,不符合土地管制法規,是,
馬胎仙境露營區,新竹縣,10004,尖石鄉,營業中,121.181498,24.682096,新竹縣尖石鄉義興村馬胎108-2號臨,,0982111215,https://www.easycamp.com.tw/Store_835.htmlhttps://www.facebook.com/mataiwonderland/?locale=zh_TW,違反相關法規露營場,區域計畫法,是,
清心忘憂露營區,新竹縣,10004,尖石鄉,營業中,121.172289,24.677192,新竹縣尖石鄉義興村9鄰馬胎107之2號臨,,0932090382,https://m.icamping.app/store/cswy378,違反相關法規露營場,不符合土地管制法規,是,
水田谷露營區,新竹縣,10004,尖石鄉,營業中,121.261566,24.743277,新竹縣尖石鄉新樂村4鄰水田123-1號臨,,0963552896,http://www.stvalley.com.tw/info.html,違反相關法規露營場,不符合土地管制法規,是,
豪祥露營區,新竹縣,10004,尖石鄉,營業中,121.227048,24.674333,新竹縣尖石鄉錦屏村7鄰那羅25之2號,,0906989480,https://m.icamping.app/store/hs240https://www.facebook.com/profile.php?id=100057259856063,違反相關法規露營場,不符合土地管制法規,是,
Hi 燥樹排露營地,新竹縣,10004,竹東鎮,營業中,121.087387,24.672476,新竹縣竹東鎮瑞峰里5鄰燥樹排段31之12號臨,035949799,0928534125,https://hi-campground.business.site/https://www.facebook.com/hizaoshupai/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,否,
露營盒子,新竹縣,10004,峨眉鄉,營業中,120.996902,24.702154,新竹縣峨眉鄉石井村1鄰1之9號,,"0921059291,0981900123",https://www.easycamp.com.tw/Store_2543.html,違反相關法規露營場,不符合土地管制法規,否,
勝豐休閒農莊,新竹縣,10004,峨眉鄉,營業中,120.979408,24.677029,新竹縣峨眉鄉湖光村西河排14鄰7-1號,,"0937222421,0905579363",,違反相關法規露營場,不符合土地管制法規,否,
新竹縣立峨眉國中露營場(峨眉營地),新竹縣,10004,峨眉鄉,營業中,121.018673,24.690556,,,,,符合相關法規露營場,,否,公有露營場請洽主管機關
靜月居,新竹縣,10004,峨眉鄉,營業中,120.99427,24.671549,新竹縣峨眉鄉湖光村12鄰十二寮6之5號,035785364,0929001580,https://www.camptrip.com.tw/camp/%e9%9d%9c%e6%9c%88%e5%b1%85/,違反相關法規露營場,不符合土地管制法規,否,
吾家農場,新竹縣,10004,峨眉鄉,營業中,120.982071,24.67625,新竹縣峨眉鄉湖光村環湖路14鄰8之8號,,"0963980138,0910042978",http://www.wufarms.com.tw/,違反相關法規露營場,不符合土地管制法規,否,
湖光山戀露營區,新竹縣,10004,峨眉鄉,營業中,120.978,24.68117266,新竹縣峨眉鄉湖光村15鄰西河排18號,,0937683753,https://hgsl.tw/,違反相關法規露營場,不符合土地管制法規,否,
樂窩露營區,新竹縣,10004,峨眉鄉,營業中,120.99144,24.673203,新竹縣峨眉鄉湖光村十二寮8之10號,,0900554258,https://www.camptrip.com.tw/camp/%e6%a8%82%e7%aa%a9%e9%9c%b2%e7%87%9f%e5%8d%80/https://booking.camptrip.com.tw/hotel/%E6%A8%82%E7%AA%A9%E9%9C%B2%E7%87%9F%E5%8D%80,違反相關法規露營場,不符合土地管制法規,否,
挪亞星舟露營農莊,新竹縣,10004,新埔鎮,營業中,121.133924,24.854572,新竹縣新埔鎮鹿鳴里4鄰黃梨園28之15號,,0928669286,https://campground-1449.business.site/https://www.facebook.com/noaharkone/,違反相關法規露營場,不符合土地管制法規,否,
想想山休閒農場,新竹縣,10004,新埔鎮,營業中,121.080828,24.854754,北平里10鄰大平窩段89-7號,,,,符合相關法規露營場,,否,1130604
明園星空茶園,新竹縣,10004,新埔鎮,營業中,121.135827,24.855984,新竹縣新埔鎮鹿鳴里4鄰黃梨園52之20號,,0910822784,https://www.easycamp.com.tw/Store_2440.htmlhttps://www.facebook.com/mingyuantw/,違反相關法規露營場,區域計畫法,否,
小叮噹科學主題樂園的露營場,新竹縣,10004,新豐鄉,營業中,120.977732,24.87124024,康和路199號,,,,符合相關法規露營場,,否,931012
野漾會館露營區(原名)野漾莊園,新竹縣,10004,橫山鄉,營業中,121.189072,24.728056,新竹縣橫山鄉福興村5鄰馬福89號,,0958222217,https://yeyangg.ezhotel.com.tw/,違反相關法規露營場,不符合土地管制法規,否,
大山北月-大山背客家人文生態館,新竹縣,10004,橫山鄉,營業中,121.1389263,24.68572468,豐鄉村6鄰大山背80號,,,,符合相關法規露營場,,否,公有露營場請洽主管機關
吉娜的家,新竹縣,10004,橫山鄉,營業中,121.158928,24.709528,新竹縣橫山鄉豐田村2鄰油羅48之22號臨,,"0932502265,0922803800",https://m.icamping.app/store/jndj454,違反相關法規露營場,不符合土地管制法規,否,
綠雲海露營區,新竹縣,10004,橫山鄉,營業中,121.123787,24.681688,新竹縣橫山鄉南昌村2鄰尖筆窩8之18號,,0989575885,https://www.camptrip.com.tw/camp/ï¼e7ï¼b6ï¼a0ï¼e9ï¼9bï¼b2ï¼e6ï¼b5ï¼b7ï¼e9ï¼9cï¼b2ï¼e7ï¼87ï¼9fï¼e5ï¼8dï¼80/https://www.facebook.com/Green.Sea.Of.Clouds/,違反相關法規露營場,不符合土地管制法規,否,
北窩‧星空,新竹縣,10004,橫山鄉,營業中,121.120247,24.696938,新竹縣竹東鎮五豐村23巷39弄8號,,"0929211960,0939311960",https://www.camptrip.com.tw/camp/%e5%8c%97%e7%aa%a9-%e6%98%9f%e7%a9%ba/https://www.facebook.com/profile.php?id=100064370332026,違反相關法規露營場,不符合土地管制法規,否,
萬瑞森林樂園,新竹縣,10004,橫山鄉,營業中,121.1346556,24.70289651,橫山村 23 鄰 23 號,,,,符合相關法規露營場,,否,931112
楓林露營區,新竹縣,10004,橫山鄉,營業中,121.183174,24.700371,新竹縣橫山鄉內灣村15鄰內灣35號,,0906600025,https://www.facebook.com/profile.php?id=100057052586894,違反相關法規露營場,不符合土地管制法規,否,
福興小農庄,新竹縣,10004,橫山鄉,營業中,121.165093,24.728857,新竹縣橫山鄉福興村11鄰八十分104號,,0905718837,https://www.easycamp.com.tw/Store_2560.htmlhttps://www.facebook.com/iyuanhouse/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,否,
水田內灣營地,新竹縣,10004,橫山鄉,營業中,121.157509,24.706865,新竹縣橫山鄉豐田村2鄰油羅49號,035363526,0937132315,http://www.stcamping.com/?id=596456,違反相關法規露營場,不符合土地管制法規,否,
隱森居露營場,新竹縣,10004,橫山鄉,營業中,121.157326,24.728822,,,,,違反相關法規露營場,區域計畫法,否,
內灣松林茶花露營區,新竹縣,10004,橫山鄉,營業中,121.166389,24.715117,新竹縣橫山鄉力行村中山街一段188之3號臨,,0972925156,https://m.icamping.app/store/slch546,違反相關法規露營場,不符合土地管制法規,否,
威尼斯內灣溫泉會館,新竹縣,10004,橫山鄉,營業中,121.184227,24.70034,新竹縣橫山鄉內灣村15鄰內灣33號,035849966,0912530622,https://www.hotspring-camp.com.tw/paper/other_select_index.php?id=46&title_id=695&group_id=17https://www.facebook.com/wns0966529066/,違反相關法規露營場,不符合土地管制法規,否,
星月橫山,新竹縣,10004,橫山鄉,營業中,121.1259,24.700611,新竹縣橫山鄉橫山村18鄰頭分林1之8號,035933867,0932178928,http://www.starmoonhs.com/p2.htmlhttps://m.icamping.app/store/syhs625,違反相關法規露營場,不符合土地管制法規,否,
遊橘露營區,新竹縣,10004,橫山鄉,營業中,121.162969,24.726191,新竹縣橫山鄉福興村八十分鄰112之6號臨,,0935067325,https://www.easycamp.com.tw/Store_2225.html,違反相關法規露營場,不符合土地管制法規,否,
大山背休閒農場_大山背小曠野營地,新竹縣,10004,橫山鄉,營業中,121.134369,24.695684,新竹縣橫山鄉豐鄉村4鄰大山背52號,,0988909769,https://www.facebook.com/dashanbei/?locale=zh_TW,符合相關法規露營場,,否,1110311
拾階莊園,新竹縣,10004,橫山鄉,營業中,121.18119,24.701186,,,,,違反相關法規露營場,區域計畫法,否,
油羅圓石露營區,新竹縣,10004,橫山鄉,營業中,121.163734,24.708672,新竹縣橫山鄉豐田村1鄰油羅28號,,0988321296,https://www.facebook.com/OriginalStoneCamping/?locale=zh_TW(FB),違反相關法規露營場,不符合土地管制法規,否,
小蜜蜂休閒咖啡屋,新竹縣,10004,關西鎮,營業中,121.250374,24.751542,新竹縣關西鎮錦山里20鄰233-1號,,0938718799,https://m.icamping.app/store/hmf293,違反相關法規露營場,不符合土地管制法規,是,
羅馬之戀,新竹縣,10004,關西鎮,營業中,121.224943,24.78355,新竹縣關西鎮金山里8鄰馬武督68號,,0975969020,https://www.roman-love.idv.tw/,違反相關法規露營場,區域計畫法,是,
435挑水少年家,新竹縣,10004,關西鎮,營業中,121.240913,24.766174,新竹縣關西鎮錦山里16鄰錦山182號,,0911215436,https://m.icamping.app/store/tssnj174,違反相關法規露營場,區域計畫法,是,
La vie 露營(原名)錦仙營地,新竹縣,10004,關西鎮,營業中,121.262169,24.776445,新竹縣關西鎮錦山里11鄰錦山123之5號,,,https://www.twincn.com/item.aspx?no=82016297,違反相關法規露營場,違反相關土地管制規則,是,
萌萌噠露營窩,新竹縣,10004,關西鎮,營業中,121.24061,24.775585,新竹縣關西鎮錦山里8鄰錦山82號,,0989043586,https://www.facebook.com/wama1863/?locale=zh_TW(FB),違反相關法規露營場,不符合土地管制法規,是,
斯摩亞露營地,新竹縣,10004,關西鎮,營業中,121.250748,24.779873,新竹縣關西鎮錦山里9鄰錦山102之2臨,035478608,"0921964708,0955212360",https://m.icamping.app/store/smy526,違反相關法規露營場,不符合土地管制法規,是,
飛鳳園農場,新竹縣,10004,關西鎮,營業中,121.123611,24.775543,新竹縣關西鎮新力里7鄰下橫坑80號,035868170,0975666576,https://www.easycamp.com.tw/viewpoint/viewpoint_info/C1_376440000A_000401https://www.facebook.com/feifenyuan/?locale=zh_TW(FB),違反相關法規露營場,不符合土地管制法規,是,
大象露營地,新竹縣,10004,關西鎮,營業中,121.180901,24.814697,新竹縣關西鎮仁安里10鄰拱子溝26號,,0985018795,https://www.camptrip.com.tw/camp/%E5%A4%A7%E8%B1%A1%E9%9C%B2%E7%87%9F%E5%9C%B0/https://www.facebook.com/guanxicamp/?locale=zh_TW(FB),違反相關法規露營場,不符合土地管制法規,是,
生活原鄉民宿露營區,新竹縣,10004,關西鎮,營業中,121.248494,24.778761,新竹縣關西鎮錦山里9鄰錦山96之3號,,0916176339,https://www.easycamp.com.tw/store/store_index/2003,違反相關法規露營場,不符合土地管制法規,是,
萊馥健康休閒渡假村,新竹縣,10004,關西鎮,營業中,121.206399,24.762976,新竹縣關西鎮玉山里2鄰12號,035476188,,https://www.livelife.com.tw/,違反相關法規露營場,,是,
月出山澗,新竹縣,10004,關西鎮,營業中,121.182,24.81196882,新竹縣關西鎮仁安里9鄰拱子溝22號,,0937805742,,違反相關法規露營場,不符合土地管制法規,是,
星野露營窩(原名)星墅露營窩,新竹縣,10004,關西鎮,營業中,121.251293,24.77792,新竹縣關西鎮錦山里9鄰錦山99之9號,,0905225385,https://m.icamping.app/store/xs151,違反相關法規露營場,不符合土地管制法規,是,
彩虹田營地,新竹縣,10004,關西鎮,營業中,121.184471,24.808151,新竹縣關西鎮仁安里8鄰拱子溝9號,,0905368340,https://www.tw-camping.tw/hotel_info.asp?hid=57https://www.facebook.com/rainbowfield0908/(FB),違反相關法規露營場,不符合土地管制法規,是,
馬武督露營趣,新竹縣,10004,關西鎮,營業中,121.244691,24.772234,新竹縣關西鎮錦山里2鄰錦山16號之9,,0989081219,https://m.icamping.app/store/mwd130https://www.facebook.com/lv02040115/?locale=zh_TW(FB),違反相關法規露營場,不符合土地管制法規,是,
青境花墅(原名)營墅風晴露營區,新竹縣,10004,關西鎮,營業中,121.247992,24.778279,新竹縣關西鎮錦山里9鄰錦山96號,,0981588205,https://m.icamping.app/store/ysfc433https://www.facebook.com/ddmama0812/?locale=zh_TW(FB),違反相關法規露營場,不符合土地管制法規,是,
樸真園六曲窩露營區,新竹縣,10004,關西鎮,營業中,121.241353,24.75843,新竹縣關西鎮錦山里18鄰錦山204號之9,,0988788872,http://www.nature-chill.com.tw/271923049522290.html,違反相關法規露營場,不符合土地管制法規,是,
雲水山露營區,嘉義縣,10010,大埔鄉,營業中,120.5743624,23.25427789,,,,,違反相關法規露營場,違反都市計畫法,否,
青山綠水露營區,嘉義縣,10010,中埔鄉,營業中,120.5018513,23.37258124,,,,,違反相關法規露營場,區域計畫法,否,
八寶寮露營場,嘉義縣,10010,中埔鄉,營業中,120.5193944,23.35409394,,,,,違反相關法規露營場,違反區域計畫法,否,
白石馬露營區,嘉義縣,10010,中埔鄉,營業中,120.5776771,23.40879071,,,,,違反相關法規露營場,違反區域計畫法,否,
桃舍露營區,嘉義縣,10010,中埔鄉,營業中,120.5760165,23.42062079,,,,,違反相關法規露營場,違反區域計畫法,否,
詩情花園度假村,嘉義縣,10010,中埔鄉,營業中,120.5403714,23.44788828,,,,,違反相關法規露營場,違反都市計畫法,否,
石臥牛露營區,嘉義縣,10010,中埔鄉,營業中,120.580906,23.41111709,,,,,違反相關法規露營場,區域計畫法,否,
築夢森居露營場,嘉義縣,10010,中埔鄉,營業中,120.52275,23.383668,,,,,違反相關法規露營場,尚未登記,否,
吉恩典山丘,嘉義縣,10010,水上鄉,營業中,120.4768373,23.42351456,嘉義縣水上鄉三界埔三界村214號,,,,違反相關法規露營場,違反區域計畫法,否,
納米運動休閒園區,嘉義縣,10010,民雄鄉,營業中,120.4651551,23.55982892,嘉義縣民雄鄉豐收村196-5號,,,,違反相關法規露營場,違反都市計畫法,否,
塘湖古道農場,嘉義縣,10010,竹崎鄉,營業中,120.6098329,23.52604435,嘉義縣竹崎鄉仁壽村福建坪5號,,,,違反相關法規露營場,違反區域計畫法,否,
光華露營區,嘉義縣,10010,竹崎鄉,營業中,120.6760909,23.47980551,嘉義縣竹崎鄉光華村24號,,,,違反相關法規露營場,違反區域計畫法,否,
仙坪露螢區,嘉義縣,10010,竹崎鄉,營業中,120.6849674,23.49447561,嘉義縣竹崎鄉光華村1鄰2-2號,,,,違反相關法規露營場,違反森林法/違反區域計畫法,否,
天一露營區,嘉義縣,10010,竹崎鄉,營業中,120.6548256,23.48751726,嘉義縣竹崎鄉光華村11鄰茄苳仔29號,,,,違反相關法規露營場,違反區域計畫法,否,
竹崎車棧渡假村,嘉義縣,10010,竹崎鄉,營業中,120.550661,23.52812674,,,,,違反相關法規露營場,違反區域計畫法,否,
